μῆνιν|μῆνις
ἀποδοῖτε|ἀποδίδωμι
ἐπιθεῖτε|ἐπιτίθημι
λήξαιμι|λήγω
φόνοιο|φόνος
παράκειται|παράκειμαι
φεύγειν|φεύγω
ἀλύξῃ|ἀλύσκω
φεύξεσθαι|φεύγω
γούνατα|γόνυ
σχήσει|ἔχω
τοξάσσεται|τοξάζομαι
κατακτείνῃ|κατακτείνω
χάρμης|χάρμη
φάσγανά|φάσγανον
σπάσσασθε|σπάω
ἀντίσχεσθε|ἀντέχω
ὠκυμόρων|ὠκύμορος
ἀπώσομεν|ἀπωθέω
ἔλθωμεν|ἔρχομαι
βοὴ|βοή
ὤκιστα|ὤκιστα
τοξάσσαιτο|τοξάζομαι
εἰρύσσατο|ἐρύω
σμερδαλέα|σμερδαλέος
ἰάχων|ἰάχω
ἁμαρτῆ|ἁμαρτῆ
ἀποπροίει|ἀποπροίημι
μαζόν|μαστός
ἥπατι|ἧπαρ
πῆξε|πήγνυμι
θοὸν|θοός
περιρρηδὴς|περιρρηδής
κάππεσεν|καταπίπτω
ἰδνωθείς|ἰδνόομαι
τύπτε|τύπτω
μετώπῳ|μέτωπον
ἀνιάζων|ἀνιάζω
ἐτίνασσε|τινάσσω
ὀφθαλμῶν|ὀφθαλμός
ἔχυτ̓|χέω
εἴρυτο|ἐρύω
φθῆ|φθάνω
μεσσηγύς|μεσηγύ
στήθεσφιν|στῆθος
δούπησεν|δουπέω
πεσών|πίπτω
ἀπόρουσε|ἀπορούω
Ἀμφινόμῳ|Ἀμφίνομος
δίε|δίω
ἀνελκόμενον|ἀνέλκω
προπρηνέα|προπρηνής
τύψας|τύπτω
εἰσαφίκανεν|εἰσαφικάνω
πάγχαλκον|παγχάλκεος
ἀραρυῖαν|ἀραρίσκω
ἀμφιβαλεῦμαι|ἀμφιβάλλω
βουκόλῳ|βουκόλος
τετευχῆσθαι|τετευχῆσθαι
οἶσε|φέρω
θέων|θέω
ἀμύνεσθαι|ἀμύνω
πάῤ|πάρειμι
ἀποκινήσωσι|ἀποκινέω
θάλαμόνδ̓|θάλαμόνδε
τέσσαρα|τέσσαρες
σάκἐ|σάκος
ἔξελε|ἐξαιρέω
δούρατα|δόρυ
ὀκτὼ|ὀκτώ
πίσυρας|τέσσαρες
κυνέας|κυνέη
ἱπποδασείας|ἱπποδάσεια
δύσετο|δύω
δυέσθην|δύω
δαΐφρονα|δαίφρων
ποικιλομήτην|ποικιλομήτης
ἰοί|ἰός
ἀγχιστῖνοι|ἀγχιστῖνος
ἔπιπτον|πίπτω
ἰοὶ|ἰός
ὀϊστεύοντα|ὀιστεύω
ἔκλιν̓|κλίνω
ἑστάμεναι|ἵστημι
ἐνώπια|ἐνώπια
ὤμοισι|ὦμος
τετραθέλυμνον|τετραθέλυμνος
ἵππουριν|ἵππουρις
ἔνευεν|νεύω
ἄλκιμα|ἄλκιμος
κεκορυθμένα|κορύσσω
ὀρσοθύρη|ὀρσοθύρη
ἐϋδμήτῳ|εὔδμητος
ἀκρότατον|ἄκρος
λαύρην|λαύρα
ὑφορβὸν|ὑφορβός
ἑσταότ̓|ἵστημι
ἐφορμή|ἐφορμή
Ἀγέλεως|Ἀγέλεως
πιφαύσκων|πιφαύσκω
ὀρσοθύρην|ὀρσοθύρη
ἀναβαίη|ἀναβαίνω
λαύρης|λαύρα
εἷς|εἷς
ἐνείκω|φέρω
θωρηχθῆναι|θωρήσσω
κατθέσθην|κατατίθημι
ἀνέβαινε|ἀναβαίνω
θαλάμους|θάλαμος
ῥῶγας|ῥώξ
τόσσας|τόσος
περιβαλλομένους|περιβάλλω
τινάσσοντας|τινάσσω
κάλλιπον|καταλείπω
ἀγκλίνας|ἀνακλίνω
σκοπὸς|σκοπός
ἐπίθες|ἐπιτίθημι
ῥέζει|ῥέζω
οἴσων|φέρω
ἀΐδηλος|ἀίδηλος
ἀποκτείνω|ἀποκτείνω
ὑπερβασίας|ὑπερβασία
ἀποτίσῃ|ἀποτίνω
πολλάς|πολύς
σχήσομεν|ἔχω
μεμαῶτας|μέμαα
σφῶϊ|σύ
ἀποστρέψαντε|ἀποστρέφω
σανίδας|σανίς
ἐκδῆσαι|ἐκδέω
σειρὴν|σειρά
πλεκτὴν|πλεκτός
πειρήναντε|πειραίνω
κίον̓|κίων
πελάσαι|πελάζω
δοκοῖσιν|δοκός
χαλέπ̓|χαλεπός
λαθέτην|λανθάνω
ἐρεύνα|ἐρευνάω
μένοντε|μένω
ἔβαινε|βαίνω
τρυφάλειαν|τρυφάλεια
πεπαλαγμένον|παλάσσω
ἄζῃ|ἄζα
Λαέρτεω|Λαέρτης
ἥρωος|ἥρως
κουρίζων|κουρίζω
φορέεσκε|φορέω
ῥαφαὶ|ῥαφή
λέλυντο|λύω
ἱμάντων|ἱμάς
ἐπαΐξανθ̓|ἐπαίσσω
ἑλέτην|αἱρέω
ἔρυσάν|ἐρύω
κουρίξ|κουρίξ
ἀχνύμενον|ἀχεύω
θυμαλγέϊ|θυμαλγής
ἔρυσαν|ἐρύω
πέλασάν|πελάζω
δοκοῖσι|δοκός
ἐπικερτομέων|ἐπικερτομέω
Μελάνθιε|Μελάνθιος
φυλάξεις|φυλάσσω
μαλακῇ|μαλακός
ἐπερχομένη|ἐπέρχομαι
ἡνίκ̓|ἡνίκα
ἀγινεῖς|ἀγινέω
ταθεὶς|τείνω
ὀλοῷ|ὀλοός
δύντε|δύω
ἐπιθέντε|ἐπιτίθημι
φαεινήν|φαεινός
πνείοντες|πνέω
ἐφέστασαν|ἐφίστημι
πολέες|πολύς
ἐσθλοί|ἐσθλός
ἄμυνον|ἀμύνω
ἀρήν|ἀρή
μνῆσαι|μιμνήσκω
ἑτάροιο|ἑταῖρος
ὀϊόμενος|οἴομαι
παραιπεπίθῃσιν|παραπείθω
ἀμυνέμεναι|ἀμύνω
ἡμέτερόν|ἡμέτερος
κτέωμεν|κτείνω
πεφήσεαι|θείνω
κράατι|κράς
τίσεις|τίνω
ἀφελώμεθα|ἀφαιρέω
κτήμαθ̓|κτῆμα
ὁπόσσα|ὁπόσος
θύρηφι|θύρῃφι
μεταμίξομεν|μεταμίγνυμι
κεδνὴν|κεδνός
πολεύειν|πολεύω
χολώσατο|χολόω
Ἑλένῃ|Ἑλένη
λευκωλένῳ|λευκώλενος
εὐπατερείῃ|εὐπατέρεια
Τρώεσσιν|Τρώς
ἐμάρναο|μάρναμαι
ἔπεφνες|θείνω
δηϊοτῆτι|δηιοτής
ἥλω|ἁλίσκομαι
σόν|σός
ὀλοφύρεαι|ὀλοφύρομαι
ἵστασο|ἵστημι
δυσμενέεσσιν|δυσμενής
Ἀλκιμίδης|Ἀλκιμίδης
εὐεργεσίας|εὐεργεσία
ἑτεραλκέα|ἑτεραλκής
νίκην|νίκη
σθένεός|σθένος
ἀλκῆς|ἀλκή
υἱοῦ|υἱός
αἰθαλόεντος|αἰθαλόεις
ἀναΐξασα|ἀναίσσω
ὤτρυνε|ὀτρύνω
Εὐρύνομός|Εὐρύνομος
Ἀμφιμέδων|Ἀμφιμέδων
Δημοπτόλεμός|Δημοπτόλεμος
Πείσανδρός|Πείσανδρος
Πολυκτορίδης|Πολυκτορίδης
Πόλυβός|Πόλυβος
δαΐφρων|δαίφρων
ἔζωον|ζώω
ψυχέων|ψυχή
ἐμάχοντο|μάχομαι
βιὸς|βιός
ταρφέες|ταρφύς
κενὰ|κενός
εὔγματα|εὖγμα
εἰπών|εἶπον
λείπονται|λείπω
ἐφίετε|ἐφίημι
μακρά|μακρός
ἀκοντίσατ̓|ἀκοντίζω
βλῆσθαι|βάλλω
κῆδος|κῆδος
πέσῃσιν|πίπτω
ἀκόντισαν|ἀκοντίζω
ἐτώσια|ἐτώσιος
βεβλήκει|βάλλω
μελίη|μελία
χαλκοβάρεια|χαλκοβαρής
δούρατ̓|δόρυ
ἀλεύαντο|ἀλέομαι
ἀκοντίσαι|ἀκοντίζω
ἐξεναρίξαι|ἐξεναρίζω
κακοῖσιν|κακός
ὀξέα|ὀξύς
τιτυσκόμενοι|τιτύσκομαι
Δημοπτόλεμον|Δημοπτόλεμος
Εὐρυάδην|Εὐρυάδης
Ἔλατον|Ἔλατος
Πείσανδρον|Πείσανδρος
ἔπεφνε|θείνω
ἀνεχώρησαν|ἀναχωρέω
μυχόνδε|μυχόνδε
ἐπήϊξαν|ἐπαίσσω
βεβλήκειν|βάλλω
λίγδην|λίγδην
δηλήσατο|δηλέομαι
μακρῷ|μακρός
ἐπέγραψεν|ἐπιγράφω
ὑπέρπτατο|ὑπερπέτομαι
πῖπτε|πίπτω
Εὐρυδάμαντα|Εὐρυδάμας
Ἀμφιμέδοντα|Ἀμφιμέδων
Πόλυβον|Πόλυβος
ἐπευχόμενος|ἐπεύχομαι
Πολυθερσεΐδη|Πολυθερσείδης
φιλοκέρτομε|φιλοκέρτομος
ξεινήϊον|ξεινήιον
ἔδωκας|δίδωμι
ἀλητεύοντι|ἀλητεύω
ἑλίκων|ἕλιξ
οὖτα|οὐτάω
Δαμαστορίδην|Δαμαστορίδης
αὐτοσχεδὸν|αὐτοσχεδόν
Εὐηνορίδην|Εὐηνορίδης
Λειώκριτον|Λειώκριτος
κενεῶνα|κενεών
διαπρὸ|διαπρό
ἤριπε|ἐρείπω
πρηνής|πρηνής
φθισίμβροτον|φθισίμβροτος
αἰγίδ̓|αἰγίς
ἀνέσχεν|ἀνέχω
ὀροφῆς|ὀροφή
ἐπτοίηθεν|πτοέω
ἐφέβοντο|φέβομαι
ἀγελαῖαι|ἀγελαῖος
αἰόλος|αἰόλος
οἶστρος|οἶστρος
ἐφορμηθεὶς|ἐφορμάω
ἐδόνησεν|δονέω
ἀγκυλοχεῖλαι|ἀγκυλχείλης
ὀρνίθεσσι|ὄρνις
θόρωσι|θρῴσκω
πτώσσουσαι|πτώσσω
ἵενται|ἵημι
ὀλέκουσιν|ὀλέκω
ἐπάλμενοι|ἐφάλλομαι
ἀλκὴ|ἀλκή
φυγή|φυγή
χαίρουσι|χαίρω
ἄγρῃ|ἄγρα
ἐπεσσύμενοι|ἐπισεύω
ἐπιστροφάδην|ἐπιστροφάδην
στόνος|στόνος
ἀεικὴς|ἀεικής
κράτων|κάρα
τυπτομένων|τύπτω
λειώδης|Λειώδης
ἐπεσσύμενος|ἐπισεύω
λισσόμενος|λίσσομαι
γουνοῦμαί|γουνόομαι
αἴδεο|αἰδέομαι
ἐλέησον|ἐλεέω
ῥέξαι|ῥέζω
παύεσκον|παύω
πείθοντο|πείθω
ἔχεσθαι|ἔχω
ἐοργὼς|ἔρδω
κείσομαι|κεῖμαι
μετόπισθ̓|μετόπισθε
εὐεργέων|εὐεργής
εὔχεαι|εὔχομαι
μέλλεις|μέλλω
ἀρήμεναι|ἀράομαι
σπέσθαι|ἕπομαι
τεκέσθαι|τίκτω
δυσηλεγέα|δυσηλεγής
προφύγοισθα|προφεύγω
κτεινόμενος|κτείνω
αὐχένα|αὐχήν
φθεγγομένου|φθέγγομαι
κονίῃσιν|κονία
ἐμίχθη|μίγνυμι
Τερπιάδης|Τερπιάδης
ἀλύσκανε|ἀλύσκω
χείρεσσίν|χείρ
φόρμιγγα|φόρμιγξ
λίγειαν|λιγύς
μερμήριζεν|μερμηρίζω
βωμὸν|βωμός
ἑρκείου|ἑρκεῖος
ἵζοιτο|ἵζω
ἔκηαν|καίω
λίσσοιτο|λίσσομαι
προσαΐξας|προσαίσσω
κρητῆρος|κρατήρ
πέφνῃς|θείνω
ἀείδω|ἀείδω
αὐτοδίδακτος|αὐτοδίδακτος
οἴμας|οἴμη
παντοίας|παντοῖος
ἐνέφυσεν|ἐμφύω
ἔοικα|ἔοικα
παραείδειν|παραείδω
δειροτομῆσαι|δειροτομέω
πωλεύμην|πωλέομαι
ἀεισόμενος|ἀείδω
κρείσσονες|κρείσσων
ἤκουσ̓|ἀκούω
οὔταε|οὐτάω
Μέδοντα|Μέδων
σαώσομεν|σώζω
κηδέσκετο|κήδω
ὀρινομένῳ|ὀρίνω
πεπτηὼς|πίπτω
νεόδαρτον|νεόδαρτος
ἀλύσκων|ἀλύσκω
ἀπέδυνε|ἀποδύνω
περισθενέων|περισθενέω
δηλήσεται|δηλέομαι
ἔτιον|τίω
ἐπιμειδήσας|ἐπιμειδάω
ἐσάωσεν|σώζω
γνῷς|γιγνώσκω
κακοεργίης|κακουργία
εὐεργεσίη|εὐεργεσία
ἐξελθόντες|ἐξέρχομαι
ἕζεσθε|ἕζομαι
πολύφημος|πολύφημος
πονήσομαι|πονέω
κιόντε|κίω
παπταίνοντε|παπταίνω
ποτιδεγμένω|προσδέχομαι
ὑποκλοπέοιτο|ὑποκλοπέομαι
πεπτεῶτας|πίπτω
ἰχθύας|ἰχθύς
ἁλιῆες|ἁλιεύς
αἰγιαλὸν|αἰγιαλός
δικτύῳ|δίκτυον
ἐξέρυσαν|ἐξερύω
πολυωπῷ|πολυωπός
ψαμάθοισι|ψάμαθος
κέχυνται|χέω
κέχυντο|χέω
κάλεσον|καλέω
εἴπωμι|εἶπον
καταθύμιόν|καταθύμιος
ὄρσο|ὄρνυμι
γρηῢ|γραῦς
παλαιγενές|παλαιγενής
σκοπός|σκοπός
ἡμετεράων|ἡμέτερος
κικλήσκει|κικλήσκω
ὤϊξεν|οἴγω
εὗρεν|εὑρίσκω
κταμένοισι|κτείνω
λύθρῳ|λύθρον
λέοντα|λέων
βεβρωκὼς|βιβρώσκω
στῆθός|στῆθος
παρήϊά|παρήιον
αἱματόεντα|αἱματόεις
πέλει|πέλω
δεινὸς|δεινός
πεπάλακτο|παλάσσω
νέκυάς|νέκυς
εἴσιδεν|εἰσοράω
ἴθυσέν|ἰθύω
ὀλολύξαι|ὀλολύζω
ἱεμένην|ἵημι
ὀλόλυζε|ὀλολύζω
κταμένοισιν|κτείνω
εὐχετάασθαι|εὐχετάομαι
τούσδε|ὅδε
τίεσκον|τίω
πεντήκοντά|πεντήκοντα
δμῳαί|δμωή
διδάξαμεν|διδάσκω
εἴριά|ἔριον
ξαίνειν|ξαίνω
δουλοσύνην|δουλοσύνη
ἀναιδείης|ἀναίδεια
ἐπέβησαν|ἐπιβαίνω
τίουσαι|τίω
σημαίνειν|σημαίνω
εἴασκεν|ἐάω
ἀναβᾶσ̓|ἀναβαίνω
ἐπῶρσε|ἐπόρνυμι
ἐπέγειρε|ἐπεγείρω
βουκόλον|βουκόλος
ἄρχετε|ἄρχω
ἄνωχθε|ἄνωγα
καθαίρειν|καθαίρω
κατακοσμήσησθε|κατακοσμέω
ἐξαγαγόντες|ἐξάγω
θόλου|θόλος
ἕρκεος|ἕρκος
θεινέμεναι|θείνω
ξίφεσιν|ξίφος
τανυήκεσιν|τανυήκης
ἐξαφέλησθε|ἐξαφαιρέω
ἐκλελάθωντ̓|ἐκλανθάνω
Ἀφροδίτης|Ἀφροδίτη
μίσγοντό|μίγνυμι
αἴν̓|αἰνός
ὀλοφυρόμεναι|ὀλοφύρομαι
χέουσαι|χέω
φόρεον|φορέω
κατατεθνηῶτας|καταθνήσκω
τίθεσαν|τίθημι
ἐρείδουσαι|ἐρείδω
σήμαινε|σημαίνω
ἐπισπέρχων|ἐπισπέρχω
ἐκφόρεον|ἐκφορέω
κάθαιρον|καθαίρω
συβώτῃς|συβώτης
λίστροισιν|λίστρον
ξῦον|ξύω
ἐφόρεον|φορέω
διεκοσμήσαντο|διακοσμέω
εἴλεον|εἴλω
στείνει|στεῖνος
καθαρῷ|καθαρός
χεῦαν|χέω
κίονος|κίων
ἐξάψας|ἐξάπτω
περίβαλλε|περιβάλλω
θόλοιο|θόλος
ἐπεντανύσας|ἐπεντανύω
κίχλαι|κίχλη
τανυσίπτεροι|τανυσίπτερος
ἕρκει|ἕρκος
ἐνιπλήξωσι|ἐμπλήσσω
ἑστήκῃ|ἵστημι
θάμνῳ|θάμνος
αὖλιν|αὖλις
ἐσιέμεναι|εἰσίημι
ὑπεδέξατο|ὑποδέχομαι
πάσαις|πᾶς
δειρῇσι|δειρή
βρόχοι|βρόχος
οἴκτιστα|οἴκτιστος
θάνοιεν|θνήσκω
ἤσπαιρον|ἀσπαίρω
δήν|δήν
πρόθυρόν|πρόθυρον
τάμνον|τέμνω
κόπτον|κόπτω
ἀπονιψάμενοι|ἀπονίζω
τετέλεστο|τελέω
θέειον|θέειον
γρηΰ|γραῦς
ἄκος|ἄκος
θεειώσω|θεειόω
πεπυκασμένος|πυκάζω
εὐρέας|εὐρύς
ἕσταθ̓|ἵστημι
ἀπίθησε|ἀπιθέω
θήϊον|θήιον
διεθείωσεν|διαθειόω
δάος|δάος
ἀμφεχέοντο|ἀμφιχέω
ἠσπάζοντ̓|ἀσπάζομαι
ἀγαπαξόμεναι|ἀγαπάζω
αἰνύμεναι|αἴνυμαι
γίγνωσκε|γιγνώσκω
ἀνεβήσετο|ἀναβαίνω
καγχαλόωσα|καγχαλάω
δεσποίνῃ|δέσποινα
ἐρέουσα|ἐρῶ
ἐρρώσαντο|ῥώομαι
ὑπερικταίνοντο|ὑπερικταίνομαι
ἔλδεαι|ἔλδομαι
ἱκάνεται|ἱκάνω
ὀψέ|ὀψέ
ἔκτεινεν|κτείνω
κήδεσκον|κήδω
ἔδον|ἔδω
βιόωντό|βιάω
μάργην|μάργος
ἐπίφρονά|ἐπίφρων
χαλιφρονέοντα|χαλιφρονέω
σαοφροσύνης|σαοφροσύνη
ἔβλαψαν|βλάπτω
αἰσίμη|αἴσιμος
λωβεύεις|λωβεύω
πολυπενθέα|πολυπενθής
ἀνεγείρεις|ἀνεγείρω
τοιόνδε|τοιόσδε
κατέδραθον|καταδαρθάνω
κατάβηθι|καταβαίνω
ἐλθοῦσ̓|ἔρχομαι
ἤγγειλε|ἀγγέλλω
ἀνέγειρεν|ἀνεγείρω
ἀπέπεμψα|ἀποπέμπω
ὀνήσει|ὀνίνημι
λωβεύω|λωβεύω
ἔτυμόν|ἔτυμος
ἀτίμων|ἀτιμάω
ᾔδεεν|οἶδα
σαοφροσύνῃσι|σαοφροσύνη
ἔκευθεν|κεύθω
ἐχάρη|χαίρω
λέκτροιο|λέκτρον
θοροῦσα|θρῴσκω
περιπλέχθη|περιπλέκω
ἐφῆκε|ἐφίημι
ἔμιμνον|μίμνω
στόνον|στόνος
θαλάμων|θάλαμος
εὐπήκτων|εὔπηκτος
ἀτυζόμεναι|ἀτύζω
κάλεσσε|καλέω
καλέσσαι|καλέω
ἑσταόθ̓|ἵστημι
κραταίπεδον|κραταίπεδος
κείατ̓|κεῖμαι
ἰδοῦσά|εἶδον
